HydroType,LC,ID,GroupType
0,10,GHCN_ASN00094212,train
0,9,GHCN_ASN00094221,train
0,17,GHCN_ASN00094224,train
0,8,GHCN_ASN00094235,train
0,9,GHCN_ASN00095000,train
0,9,GHCN_ASN00095003,train
0,10,GHCN_ASN00095008,train
0,2,GHCN_ASN00095011,train
0,2,GHCN_ASN00095014,train
0,10,GHCN_ASN00095015,train
0,2,GHCN_ASN00095017,train
0,2,GHCN_ASN00095018,train
0,2,GHCN_ASN00095019,train
0,2,GHCN_ASN00095025,train
0,1,GHCN_ASN00095026,train
0,1,GHCN_ASN00095027,train
0,2,GHCN_ASN00095028,train
0,8,GHCN_ASN00095040,train
0,10,GHCN_ASN00095041,train
0,10,GHCN_ASN00095046,train
0,9,GHCN_ASN00095049,train
0,9,GHCN_ASN00095052,train
0,10,GHCN_ASN00095055,train
0,2,GHCN_ASN00095060,train
0,9,GHCN_ASN00095061,train
0,9,GHCN_ASN00095062,train
0,2,GHCN_ASN00095065,train
0,1,GHCN_ASN00096001,train
0,9,GHCN_ASN00096002,train
0,1,GHCN_ASN00096003,train
0,8,GHCN_ASN00096004,train
0,1,GHCN_ASN00096005,train
0,11,GHCN_ASN00096009,train
0,9,GHCN_ASN00096010,train
0,9,GHCN_ASN00096013,train
0,1,GHCN_ASN00096015,train
0,1,GHCN_ASN00096016,train
0,8,GHCN_ASN00096021,train
0,1,GHCN_ASN00096022,train
0,1,GHCN_ASN00096028,train
0,1,GHCN_ASN00096030,train
0,9,GHCN_ASN00096042,train
0,1,GHCN_ASN00096044,train
0,1,GHCN_ASN00096045,train
0,8,GHCN_ASN00096046,train
0,11,GHCN_ASN00096050,train
0,1,GHCN_ASN00096051,train
0,9,GHCN_ASN00096053,train
0,16,GHCN_ASN00096057,train
0,8,GHCN_ASN00096065,train
0,11,GHCN_ASN00096066,train
0,9,GHCN_ASN00096070,train
0,1,GHCN_ASN00096071,train
0,1,GHCN_ASN00096078,train
0,8,GHCN_ASN00096080,train
0,11,GHCN_ASN00097000,train
0,10,GHCN_ASN00097003,train
0,2,GHCN_ASN00097004,train
0,2,GHCN_ASN00097007,train
0,10,GHCN_ASN00097008,train
0,2,GHCN_ASN00097011,train
0,2,GHCN_ASN00097012,train
0,2,GHCN_ASN00097013,train
0,10,GHCN_ASN00097015,train
0,2,GHCN_ASN00097016,train
0,2,GHCN_ASN00097031,train
0,2,GHCN_ASN00097034,train
0,2,GHCN_ASN00097036,train
0,2,GHCN_ASN00097043,train
0,2,GHCN_ASN00097049,train
0,1,GHCN_ASN00097060,train
0,1,GHCN_ASN00097067,train
0,1,GHCN_ASN00097073,train
0,2,GHCN_ASN00097081,train
0,1,GHCN_ASN00097085,train
0,10,GHCN_ASN00098001,train
0,8,GHCN_ASN00098003,train
0,8,GHCN_ASN00098005,train
0,10,GHCN_ASN00098006,train
0,8,GHCN_ASN00098008,train
0,10,GHCN_ASN00098013,train
0,10,GHCN_ASN00098016,train
0,10,GHCN_ASN00098023,train
0,9,GHCN_ASN00098024,train
0,10,GHCN_ASN00098025,train
0,1,GHCN_ASN00099002,train
0,2,GHCN_ASN00099004,train
0,9,GHCN_ASN00099006,train
0,10,GHCN_ASN00099007,train
0,9,GHCN_ASN00099008,train
0,2,GHCN_ASN00099009,train
0,2,GHCN_ASN00099010,train
0,9,GHCN_ASN00099013,train
0,9,GHCN_ASN00099015,train
0,10,GHCN_ASN00099018,train
0,9,GHCN_ASN00099019,train
0,8,GHCN_ASN00109505,train
0,15,GHCN_AU000015410,train
0,17,GHCN_AYM00089664,train
0,15,GHCN_AYW00068201,train
0,17,GHCN_AYW00087701,train
0,10,GHCN_BC000068026,train
0,7,GHCN_BC000068226,train
0,7,GHCN_BC000068328,train
0,7,GHCN_BC004612080,train
0,13,GHCN_BC005452830,train
0,10,GHCN_BC005836580,train
0,13,GHCN_BC005847300,train
0,13,GHCN_BC006270240,train
0,10,GHCN_BC006282050,train
0,10,GHCN_BC007034890,train
0,10,GHCN_BC007137570,train
0,10,GHCN_BC007591160,train
0,13,GHCN_BC007602130,train
0,7,GHCN_BC007916970,train
0,13,GHCN_BC008033530,train
0,10,GHCN_BC012192590,train
0,11,GHCN_BDM00078016,train
0,17,GHCN_BDW00013602,train
0,9,GHCN_BFW00012712,train
0,17,GHCN_BFW00012713,train
0,16,GHCN_BFW00012714,train
0,11,GHCN_BFW00012716,train
0,12,GHCN_BN000005319,train
0,12,GHCN_BN000005331,train
0,10,GHCN_BN000005335,train
0,13,GHCN_BN000005344,train
0,12,GHCN_BOM00026554,train
0,8,GHCN_BOM00026566,train
0,9,GHCN_BOM00026645,train
0,17,GHCN_BOM00026649,train
0,12,GHCN_BOM00026657,train
0,9,GHCN_BOM00026701,train
0,12,GHCN_BOM00026736,train
0,13,GHCN_BOM00026745,train
0,12,GHCN_BOM00026748,train
0,9,GHCN_BOM00026749,train
0,10,GHCN_BOM00026763,train
0,12,GHCN_BOM00026774,train
0,12,GHCN_BOM00026825,train
0,12,GHCN_BOM00026834,train
0,12,GHCN_BOM00026836,train
0,12,GHCN_BOM00026846,train
0,12,GHCN_BOM00026863,train
0,10,GHCN_BOM00026864,train
0,13,GHCN_BOM00026887,train
0,13,GHCN_BOM00026923,train
0,13,GHCN_BOM00026929,train
0,13,GHCN_BOM00026938,train
0,10,GHCN_BOM00026941,train
0,10,GHCN_BOM00026947,train
0,12,GHCN_BOM00026950,train
0,12,GHCN_BOM00026951,train
0,13,GHCN_BOM00026966,train
0,12,GHCN_BOM00026974,train
0,13,GHCN_BOM00033001,train
0,13,GHCN_BOM00033008,train
0,8,GHCN_BOM00033015,train
0,13,GHCN_BOM00033019,train
0,8,GHCN_BOM00033036,train
0,13,GHCN_BOM00033041,train
0,13,GHCN_BOM00033105,train
0,17,GHCN_BR000047002,train
0,13,GHCN_BR000047003,train
0,9,GHCN_BR000047004,train
0,8,GHCN_BR000048006,train
0,17,GHCN_BR000051002,train
0,2,GHCN_BR000051003,train
0,2,GHCN_BR000053000,train
0,2,GHCN_BR000060000,train
0,2,GHCN_BR000060001,train
0,9,GHCN_BR000061000,train
0,2,GHCN_BR000061001,train
0,2,GHCN_BR000062001,train
0,2,GHCN_BR000063000,train
0,2,GHCN_BR000065001,train
0,2,GHCN_BR000066000,train
0,9,GHCN_BR000144002,train
0,8,GHCN_BR000145006,train
0,10,GHCN_BR000146001,train
0,9,GHCN_BR000146005,train
0,9,GHCN_BR000146008,train
0,8,GHCN_BR000146009,train
0,9,GHCN_BR000146010,train
0,13,GHCN_BR000147002,train
0,9,GHCN_BR000147006,train
0,13,GHCN_BR000147007,train
0,8,GHCN_BR000147008,train
0,8,GHCN_BR000147010,train
0,9,GHCN_BR000147011,train
0,13,GHCN_BR000147016,train
0,10,GHCN_BR000147017,train
0,8,GHCN_BR000148003,train
0,8,GHCN_BR000148009,train
0,13,GHCN_BR000148010,train
0,17,GHCN_BR000148011,train
0,8,GHCN_BR000148012,train
0,10,GHCN_BR000149003,train
0,11,GHCN_BR000150003,train
0,8,GHCN_BR000151000,train
0,17,GHCN_BR000151001,train
0,11,GHCN_BR000151002,train
0,13,GHCN_BR000152005,train
0,2,GHCN_BR000152006,train
0,10,GHCN_BR000153000,train
0,8,GHCN_BR000154000,train
0,8,GHCN_BR000154001,train
0,9,GHCN_BR000154003,train
0,13,GHCN_BR000155000,train
0,2,GHCN_BR000156000,train
0,13,GHCN_BR000157000,train
0,10,GHCN_BR000157002,train
0,2,GHCN_BR000159000,train
0,2,GHCN_BR000160000,train
0,2,GHCN_BR000161002,train
0,17,GHCN_BR000162000,train
0,2,GHCN_BR000162002,train
0,2,GHCN_BR000165000,train
0,2,GHCN_BR000166000,train
0,2,GHCN_BR000167000,train
0,2,GHCN_BR000169000,train
0,10,GHCN_BR000242002,train
0,10,GHCN_BR000244012,train
0,9,GHCN_BR000245001,train
0,9,GHCN_BR000245003,train
0,9,GHCN_BR000245007,train
0,9,GHCN_BR000245009,train
0,13,GHCN_BR000245010,train
0,9,GHCN_BR000245011,train
0,11,GHCN_BR000247000,train
0,9,GHCN_BR000247003,train
0,9,GHCN_BR000247004,train
0,10,GHCN_BR000247006,train
0,8,GHCN_BR000248001,train
0,13,GHCN_BR000248003,train
0,2,GHCN_BR000249002,train
0,10,GHCN_BR000249003,train
0,2,GHCN_BR000250000,train
0,2,GHCN_BR000250001,train
0,17,GHCN_BR000250002,train
0,2,GHCN_BR000250003,train
0,2,GHCN_BR000251000,train
0,2,GHCN_BR000252001,train
0,2,GHCN_BR000253000,train
0,13,GHCN_BR000254000,train
0,17,GHCN_BR000254005,train
0,17,GHCN_BR000255000,train
0,13,GHCN_BR000256001,train
0,17,GHCN_BR000256002,train
0,17,GHCN_BR000257000,train
0,9,GHCN_BR000257001,train
0,13,GHCN_BR000257002,train
0,2,GHCN_BR000257003,train
0,17,GHCN_BR000259000,train
0,17,GHCN_BR000260005,train
0,13,GHCN_BR000260006,train
0,2,GHCN_BR000260007,train
0,2,GHCN_BR000261000,train
0,2,GHCN_BR000265000,train
0,2,GHCN_BR000266002,train
0,2,GHCN_BR000269000,train
0,10,GHCN_BR000338014,train
0,10,GHCN_BR000339000,train
0,10,GHCN_BR000339028,train
0,9,GHCN_BR000341027,train
0,13,GHCN_BR000342002,train
0,9,GHCN_BR000342007,train
0,8,GHCN_BR000342009,train
0,8,GHCN_BR000343001,train
0,9,GHCN_BR000343003,train
0,8,GHCN_BR000343004,train
0,9,GHCN_BR000343009,train
0,8,GHCN_BR000343010,train
0,9,GHCN_BR000343011,train
0,9,GHCN_BR000344004,train
0,9,GHCN_BR000344007,train
0,10,GHCN_BR000344008,train
0,10,GHCN_BR000344010,train
0,9,GHCN_BR000344011,train
0,13,GHCN_BR000344012,train
0,9,GHCN_BR000344013,train
0,9,GHCN_BR000345000,train
0,9,GHCN_BR000345006,train
0,9,GHCN_BR000345012,train
0,9,GHCN_BR000345013,train
0,9,GHCN_BR000346001,train
0,10,GHCN_BR000346002,train
0,10,GHCN_BR000347000,train
0,10,GHCN_BR000347001,train
0,10,GHCN_BR000347002,train
0,2,GHCN_BR000348000,train
0,2,GHCN_BR000348001,train
0,9,GHCN_BR000349001,train
0,10,GHCN_BR000349002,train
0,9,GHCN_BR000350000,train
0,9,GHCN_BR000351000,train
0,2,GHCN_BR000351002,train
0,2,GHCN_BR000352004,train
0,9,GHCN_BR000352005,train
0,9,GHCN_BR000353000,train
0,8,GHCN_BR000354000,train
0,10,GHCN_BR000356002,train
0,13,GHCN_BR000357001,train
0,2,GHCN_BR000357002,train
0,2,GHCN_BR000357003,train
0,9,GHCN_BR000358002,train
0,17,GHCN_BR000358003,train
0,17,GHCN_BR000359001,train
0,13,GHCN_BR000360001,train
0,13,GHCN_BR000361000,train
0,10,GHCN_BR000361001,train
0,17,GHCN_BR000362002,train
0,2,GHCN_BR000363000,train
0,17,GHCN_BR000366000,train
0,2,GHCN_BR000367000,train
0,17,GHCN_BR000368001,train
0,10,GHCN_BR000369000,train
0,10,GHCN_BR000438011,train
0,12,GHCN_BR000438021,train
0,10,GHCN_BR000438022,train
0,9,GHCN_BR000438061,train
0,10,GHCN_BR000440005,train
0,10,GHCN_BR000442005,train
0,10,GHCN_BR000442010,train
0,8,GHCN_BR000442013,train
0,13,GHCN_BR000443006,train
0,8,GHCN_BR000443007,train
0,9,GHCN_BR000443011,train
0,10,GHCN_BR000443012,train
0,9,GHCN_BR000444001,train
0,13,GHCN_BR000444005,train
0,10,GHCN_BR000444008,train
0,9,GHCN_BR000444013,train
0,9,GHCN_BR000445001,train
0,9,GHCN_BR000445007,train
0,10,GHCN_BR000445008,train
0,13,GHCN_BR000445009,train
0,9,GHCN_BR000445010,train
0,10,GHCN_BR000446000,train
0,10,GHCN_BR000446001,train
0,9,GHCN_BR000446002,train
0,13,GHCN_BR000447001,train
0,9,GHCN_BR000447002,train
0,9,GHCN_BR000447003,train
0,10,GHCN_BR000448000,train
0,2,GHCN_BR000451000,train
0,11,GHCN_BR000452000,train
0,2,GHCN_BR000454000,train
0,8,GHCN_BR000454001,train
0,10,GHCN_BR000455002,train
0,10,GHCN_BR000455003,train
0,9,GHCN_BR000455004,train
0,17,GHCN_BR000456000,train
0,2,GHCN_BR000456001,train
0,2,GHCN_BR000458000,train
0,17,GHCN_BR000459000,train
0,2,GHCN_BR000462002,train
0,2,GHCN_BR000465000,train
0,17,GHCN_BR000466001,train
0,2,GHCN_BR000468001,train
0,17,GHCN_BR000469001,train
0,2,GHCN_BR000469002,train
0,2,GHCN_BR000470002,train
0,10,GHCN_BR000535038,train
0,10,GHCN_BR000536035,train
0,10,GHCN_BR000536036,train
0,10,GHCN_BR000537008,train
0,10,GHCN_BR000537019,train
0,10,GHCN_BR000537034,train
0,10,GHCN_BR000537035,train
0,10,GHCN_BR000537036,train
0,10,GHCN_BR000537037,train
0,10,GHCN_BR000538008,train
0,10,GHCN_BR000538043,train
0,10,GHCN_BR000538044,train
0,10,GHCN_BR000539002,train
0,10,GHCN_BR000539037,train
0,13,GHCN_BR000539053,train
0,9,GHCN_BR000541002,train
0,10,GHCN_BR000542008,train
0,8,GHCN_BR000543002,train
0,9,GHCN_BR000543004,train
0,8,GHCN_BR000543009,train
0,10,GHCN_BR000543010,train
0,8,GHCN_BR000543011,train
0,9,GHCN_BR000544006,train
0,9,GHCN_BR000544009,train
0,9,GHCN_BR000546006,train
0,10,GHCN_BR000546007,train
0,10,GHCN_BR000547002,train
0,9,GHCN_BR000547005,train
0,8,GHCN_BR000548000,train
0,10,GHCN_BR000548001,train
0,8,GHCN_BR000549006,train
0,2,GHCN_BR000552000,train
0,2,GHCN_BR000554000,train
0,2,GHCN_BR000555000,train
0,9,GHCN_BR000555002,train
0,2,GHCN_BR000556000,train
0,13,GHCN_BR000560000,train
0,2,GHCN_BR000562000,train
0,2,GHCN_BR000563000,train
0,2,GHCN_BR000564000,train
0,2,GHCN_BR000566000,train
0,2,GHCN_BR000567001,train
0,2,GHCN_BR000572000,train
0,10,GHCN_BR000635013,train
0,10,GHCN_BR000636019,train
0,10,GHCN_BR000636045,train
0,10,GHCN_BR000637010,train
0,10,GHCN_BR000637039,train
0,10,GHCN_BR000638007,train
0,13,GHCN_BR000638014,train
0,10,GHCN_BR000638032,train
0,10,GHCN_BR000638044,train
0,10,GHCN_BR000639044,train
0,10,GHCN_BR000639045,train
0,10,GHCN_BR000640003,train
0,9,GHCN_BR000642012,train
0,9,GHCN_BR000643011,train
0,10,GHCN_BR000643012,train
0,13,GHCN_BR000643013,train
0,10,GHCN_BR000644003,train
0,10,GHCN_BR000644007,train
0,9,GHCN_BR000644012,train
0,8,GHCN_BR000644015,train
0,8,GHCN_BR000645002,train
0,9,GHCN_BR000645003,train
0,9,GHCN_BR000646005,train
0,9,GHCN_BR000646006,train
0,9,GHCN_BR000647000,train
0,9,GHCN_BR000647001,train
0,9,GHCN_BR000648000,train
0,9,GHCN_BR000648001,train
0,9,GHCN_BR000648002,train
0,9,GHCN_BR000649000,train
0,9,GHCN_BR000649001,train
0,9,GHCN_BR000649002,train
0,9,GHCN_BR000649003,train
0,9,GHCN_BR000651001,train
0,9,GHCN_BR000651002,train
0,2,GHCN_BR000652000,train
0,10,GHCN_BR000655001,train
0,10,GHCN_BR000655002,train
0,10,GHCN_BR000658000,train
0,17,GHCN_BR000660000,train
0,8,GHCN_BR000661000,train
0,2,GHCN_BR000661001,train
0,2,GHCN_BR000664000,train
0,2,GHCN_BR000664001,train
0,17,GHCN_BR000668000,train
0,2,GHCN_BR000669001,train
0,2,GHCN_BR000670000,train
0,10,GHCN_BR000735009,train
0,12,GHCN_BR000735036,train
0,10,GHCN_BR000735050,train
0,10,GHCN_BR000735066,train
0,10,GHCN_BR000735067,train
0,10,GHCN_BR000735100,train
0,10,GHCN_BR000735124,train
0,10,GHCN_BR000735157,train
0,13,GHCN_BR000735158,train
0,10,GHCN_BR000735159,train
0,10,GHCN_BR000736000,train
0,10,GHCN_BR000736040,train
0,13,GHCN_BR000736041,train
0,10,GHCN_BR000737006,train
0,10,GHCN_BR000737023,train
0,10,GHCN_BR000737027,train
0,10,GHCN_BR000738049,train
0,10,GHCN_BR000741003,train
0,10,GHCN_BR000741009,train
0,9,GHCN_BR000742011,train
0,10,GHCN_BR000742012,train
0,9,GHCN_BR000743009,train
0,9,GHCN_BR000744000,train
0,10,GHCN_BR000745003,train
0,9,GHCN_BR000745005,train
0,10,GHCN_BR000746006,train
0,9,GHCN_BR000746007,train
0,9,GHCN_BR000746008,train
0,9,GHCN_BR000746009,train
0,10,GHCN_BR000747000,train
0,10,GHCN_BR000747001,train
0,9,GHCN_BR000747009,train
0,13,GHCN_BR000748000,train
0,10,GHCN_BR000748001,train
0,9,GHCN_BR000748002,train
0,9,GHCN_BR000748003,train
0,10,GHCN_BR000749000,train
0,11,GHCN_BR000749001,train
0,9,GHCN_BR000751000,train
0,2,GHCN_BR000754000,train
0,11,GHCN_BR000758000,train
0,13,GHCN_BR000759000,train
0,2,GHCN_BR000760000,train
0,2,GHCN_BR000760001,train
0,2,GHCN_BR000761001,train
0,2,GHCN_BR000762000,train
0,13,GHCN_BR000763001,train
0,2,GHCN_BR000764003,train
0,2,GHCN_BR000765000,train
0,2,GHCN_BR000766001,train
0,2,GHCN_BR000767002,train
0,2,GHCN_BR000770000,train
0,2,GHCN_BR000771000,train
0,2,GHCN_BR000772002,train
0,2,GHCN_BR000773000,train
0,9,GHCN_BR000835017,train
0,13,GHCN_BR000835048,train
0,10,GHCN_BR000835068,train
0,10,GHCN_BR000835106,train
0,13,GHCN_BR000835135,train
0,10,GHCN_BR000835137,train
0,9,GHCN_BR000835138,train
0,10,GHCN_BR000835139,train
0,12,GHCN_BR000835140,train
0,14,GHCN_BR000835141,train
0,10,GHCN_BR000836043,train
0,10,GHCN_BR000836092,train
0,10,GHCN_BR000836093,train
0,10,GHCN_BR000838000,train
0,10,GHCN_BR000838002,train
0,10,GHCN_BR000838004,train
0,7,GHCN_BR000838021,train
0,10,GHCN_BR000839013,train
0,10,GHCN_BR000839014,train
0,10,GHCN_BR000839031,train
0,10,GHCN_BR000839034,train
0,10,GHCN_BR000840010,train
0,9,GHCN_BR000840015,train
0,9,GHCN_BR000844008,train
0,10,GHCN_BR000845003,train
0,9,GHCN_BR000845004,train
0,9,GHCN_BR000845005,train
0,10,GHCN_BR000846005,train
0,10,GHCN_BR000847001,train
0,10,GHCN_BR000847002,train
0,9,GHCN_BR000848000,train
0,10,GHCN_BR000848001,train
0,10,GHCN_BR000848002,train
0,10,GHCN_BR000848003,train
0,10,GHCN_BR000849002,train
0,10,GHCN_BR000850000,train
0,2,GHCN_BR000852000,train
0,2,GHCN_BR000854000,train
0,10,GHCN_BR000855000,train
0,8,GHCN_BR000857000,train
0,2,GHCN_BR000862000,train
0,2,GHCN_BR000865000,train
0,2,GHCN_BR000866002,train
0,13,GHCN_BR000867001,train
0,10,GHCN_BR000870002,train
0,10,GHCN_BR000872000,train
0,10,GHCN_BR000872001,train
0,9,GHCN_BR000935012,train
0,12,GHCN_BR000935056,train
0,17,GHCN_BR000935057,train
0,12,GHCN_BR000936112,train
0,10,GHCN_BR000936113,train
0,9,GHCN_BR000936115,train
0,10,GHCN_BR000937013,train
0,10,GHCN_BR000937018,train
0,10,GHCN_BR000937023,train
0,10,GHCN_BR000937031,train
0,10,GHCN_BR000938005,train
0,10,GHCN_BR000938006,train
0,10,GHCN_BR000938021,train
0,10,GHCN_BR000939017,train
0,10,GHCN_BR000940018,train
0,13,GHCN_BR000940024,train
0,10,GHCN_BR000940025,train
0,10,GHCN_BR000940028,train
0,17,GHCN_BR000941008,train
0,10,GHCN_BR000941010,train
0,10,GHCN_BR000945011,train
0,10,GHCN_BR000946003,train
0,10,GHCN_BR000947001,train
0,13,GHCN_BR000948000,train
0,9,GHCN_BR000948001,train
0,9,GHCN_BR000949000,train
0,10,GHCN_BR000949001,train
0,9,GHCN_BR000950001,train
0,10,GHCN_BR000950002,train
0,10,GHCN_BR000951000,train
0,9,GHCN_BR000954001,train
0,9,GHCN_BR000956000,train
0,11,GHCN_BR000956001,train
0,10,GHCN_BR000957001,train
0,10,GHCN_BR000960001,train
0,9,GHCN_BR000962000,train
0,2,GHCN_BR000962001,train
0,13,GHCN_BR000963000,train
0,9,GHCN_BR000963001,train
0,10,GHCN_BR000963006,train
0,10,GHCN_BR000964001,train
0,2,GHCN_BR000965001,train
0,10,GHCN_BR000966000,train
0,10,GHCN_BR000967004,train
0,2,GHCN_BR000968001,train
0,2,GHCN_BR000969001,train
0,2,GHCN_BR000970000,train
0,9,GHCN_BR001036005,train
0,13,GHCN_BR001036007,train
0,10,GHCN_BR001036026,train
0,12,GHCN_BR001036062,train
0,9,GHCN_BR001037007,train
0,10,GHCN_BR001037049,train
0,9,GHCN_BR001037078,train
0,10,GHCN_BR001038007,train
0,10,GHCN_BR001039025,train
0,10,GHCN_BR001040002,train
0,9,GHCN_BR001040025,train
0,10,GHCN_BR001040026,train
0,10,GHCN_BR001040027,train
0,10,GHCN_BR001042012,train
0,10,GHCN_BR001042013,train
0,10,GHCN_BR001047000,train
0,9,GHCN_BR001047001,train
0,9,GHCN_BR001047002,train
0,10,GHCN_BR001047003,train
0,9,GHCN_BR001047004,train
0,10,GHCN_BR001048000,train
0,13,GHCN_BR001048001,train
0,9,GHCN_BR001048005,train
0,10,GHCN_BR001049001,train
0,9,GHCN_BR001050000,train
0,9,GHCN_BR001050001,train
0,10,GHCN_BR001050002,train
0,9,GHCN_BR001051001,train
0,10,GHCN_BR001052000,train
0,10,GHCN_BR001053001,train
0,10,GHCN_BR001054000,train
0,2,GHCN_BR001055001,train
0,10,GHCN_BR001055002,train
0,2,GHCN_BR001057000,train
0,10,GHCN_BR001057001,train
0,9,GHCN_BR001058002,train
0,9,GHCN_BR001058003,train
0,2,GHCN_BR001058005,train
0,13,GHCN_BR001059000,train
0,9,GHCN_BR001061001,train
0,13,GHCN_BR001062001,train
0,2,GHCN_BR001062002,train
0,9,GHCN_BR001062003,train
0,2,GHCN_BR001063000,train
0,9,GHCN_BR001063001,train
0,13,GHCN_BR001065002,train
0,13,GHCN_BR001068000,train
0,2,GHCN_BR001069000,train
0,2,GHCN_BR001069001,train
0,9,GHCN_BR001137001,train
0,13,GHCN_BR001137017,train
0,9,GHCN_BR001137027,train
0,9,GHCN_BR001137041,train
0,9,GHCN_BR001137042,train
0,10,GHCN_BR001138002,train
0,10,GHCN_BR001138014,train
0,10,GHCN_BR001138020,train
0,10,GHCN_BR001138026,train
0,10,GHCN_BR001139022,train
0,10,GHCN_BR001140000,train
0,10,GHCN_BR001140010,train
0,2,GHCN_BR001140016,train
0,9,GHCN_BR001140031,train
0,10,GHCN_BR001140032,train
0,10,GHCN_BR001140033,train
0,9,GHCN_BR001142017,train
0,9,GHCN_BR001142020,train
0,10,GHCN_BR001143002,train
0,9,GHCN_BR001143003,train
0,10,GHCN_BR001143004,train
0,9,GHCN_BR001143010,train
0,9,GHCN_BR001143014,train
0,10,GHCN_BR001144000,train
0,10,GHCN_BR001144004,train
0,10,GHCN_BR001144005,train
0,9,GHCN_BR001144009,train
0,9,GHCN_BR001144014,train
0,9,GHCN_BR001145001,train
0,9,GHCN_BR001145004,train
0,10,GHCN_BR001145005,train
0,10,GHCN_BR001145013,train
0,9,GHCN_BR001145014,train
0,9,GHCN_BR001145016,train
0,10,GHCN_BR001145019,train
0,9,GHCN_BR001146000,train
0,10,GHCN_BR001147000,train
0,9,GHCN_BR001147001,train
0,10,GHCN_BR001147002,train
0,10,GHCN_BR001147003,train
0,10,GHCN_BR001148000,train
0,10,GHCN_BR001149000,train
0,9,GHCN_BR001149001,train
0,10,GHCN_BR001149002,train
0,9,GHCN_BR001150000,train
0,10,GHCN_BR001150001,train
0,10,GHCN_BR001151000,train
0,10,GHCN_BR001152000,train
0,10,GHCN_BR001152001,train
0,10,GHCN_BR001154000,train
0,9,GHCN_BR001154001,train
0,9,GHCN_BR001155000,train
0,10,GHCN_BR001156000,train
0,10,GHCN_BR001156001,train
0,10,GHCN_BR001157000,train
0,10,GHCN_BR001157001,train
0,9,GHCN_BR001158001,train
0,9,GHCN_BR001158002,train
0,10,GHCN_BR001158003,train
0,10,GHCN_BR001159000,train
0,2,GHCN_BR001160000,train
0,9,GHCN_BR001160002,train
0,13,GHCN_BR001161000,train
0,13,GHCN_BR001161001,train
0,10,GHCN_BR001161002,train
0,2,GHCN_BR001164000,train
0,10,GHCN_BR001168001,train
0,9,GHCN_BR001237000,train
0,2,GHCN_BR001237001,train
0,9,GHCN_BR001238000,train
0,9,GHCN_BR001238010,train
0,8,GHCN_BR001238020,train
0,9,GHCN_BR001238036,train
0,9,GHCN_BR001238042,train
0,17,GHCN_BR001238045,train
0,9,GHCN_BR001238046,train
0,10,GHCN_BR001238051,train
0,8,GHCN_BR001238057,train
0,10,GHCN_BR001239007,train
0,10,GHCN_BR001239016,train
0,10,GHCN_BR001240016,train
0,9,GHCN_BR001241001,train
0,9,GHCN_BR001241008,train
0,10,GHCN_BR001241017,train
0,9,GHCN_BR001241025,train
0,9,GHCN_BR001241026,train
0,2,GHCN_BR001241027,train
0,10,GHCN_BR001241032,train
0,9,GHCN_BR001241033,train
0,10,GHCN_BR001242016,train
0,10,GHCN_BR001243000,train
0,10,GHCN_BR001243004,train
0,9,GHCN_BR001243011,train
0,10,GHCN_BR001243019,train
0,10,GHCN_BR001244015,train
0,9,GHCN_BR001244019,train
0,9,GHCN_BR001245004,train
0,9,GHCN_BR001245005,train
0,9,GHCN_BR001245007,train
0,10,GHCN_BR001245014,train
0,10,GHCN_BR001245015,train
0,10,GHCN_BR001246000,train
0,10,GHCN_BR001246001,train
0,10,GHCN_BR001247000,train
0,9,GHCN_BR001247002,train
0,9,GHCN_BR001247005,train
0,9,GHCN_BR001248000,train
0,10,GHCN_BR001248001,train
0,9,GHCN_BR001248003,train
0,9,GHCN_BR001249000,train
0,9,GHCN_BR001249001,train
0,10,GHCN_BR001249002,train
0,9,GHCN_BR001249003,train
0,10,GHCN_BR001250000,train
0,9,GHCN_BR001250001,train
0,10,GHCN_BR001251000,train
0,10,GHCN_BR001251001,train
0,12,GHCN_BR001255001,train
0,8,GHCN_BR001255002,train
0,10,GHCN_BR001257000,train
0,2,GHCN_BR001259001,train
0,2,GHCN_BR001261000,train
0,2,GHCN_BR001262000,train
0,2,GHCN_BR001264000,train
0,10,GHCN_BR001338009,train
0,9,GHCN_BR001339000,train
0,8,GHCN_BR001339012,train
0,2,GHCN_BR001339017,train
0,17,GHCN_BR001339020,train
0,9,GHCN_BR001339023,train
0,8,GHCN_BR001339027,train
0,13,GHCN_BR001339030,train
0,9,GHCN_BR001339034,train
0,9,GHCN_BR001339038,train
0,9,GHCN_BR001339041,train
0,2,GHCN_BR001339044,train
0,10,GHCN_BR001340003,train
0,10,GHCN_BR001341029,train
0,10,GHCN_BR001343000,train
0,10,GHCN_BR001343008,train
0,10,GHCN_BR001344002,train
0,10,GHCN_BR001344013,train
0,10,GHCN_BR001344014,train
0,10,GHCN_BR001344015,train
0,10,GHCN_BR001344016,train
0,9,GHCN_BR001344017,train
0,10,GHCN_BR001345000,train
0,10,GHCN_BR001346000,train
0,10,GHCN_BR001346001,train
0,4,GHCN_BR001346002,train
0,9,GHCN_BR001346003,train
0,10,GHCN_BR001346004,train
0,9,GHCN_BR001346005,train
0,12,GHCN_BR001346006,train
0,12,GHCN_BR001346007,train
0,10,GHCN_BR001347000,train
0,9,GHCN_BR001347001,train
0,9,GHCN_BR001348000,train
0,9,GHCN_BR001348001,train
0,17,GHCN_BR001348002,train
0,10,GHCN_BR001348003,train
0,10,GHCN_BR001349000,train
0,10,GHCN_BR001349001,train
